dataset_id,respondent_id,dimension,n_matched_items,agreement_rate,cohens_kappa
ariadna,R_25GvoK5Ozx4N2sZ,atrakcyjna,15,1.0,1.0
ariadna,R_2ISFnbbJplXDwvu,atrakcyjna,15,1.0,1.0
ariadna,R_2Iyrl6tKrfg18nB,atrakcyjna,15,1.0,1.0
ariadna,R_2dGHCTwsvni3y4T,atrakcyjna,15,1.0,1.0
ariadna,R_2kAkJwDZP3julzk,atrakcyjna,15,1.0,1.0
ariadna,R_2ssLy2x91RR6u3J,atrakcyjna,15,1.0,1.0
ariadna,R_81G9dtBwJid3Vq1,atrakcyjna,15,1.0,1.0
ariadna,R_87AmkPWYNyY4mHL,atrakcyjna,15,1.0,1.0
ariadna,R_8LkCVkiFqE0BzxZ,atrakcyjna,15,1.0,1.0
ariadna,R_8agKU4FYnHcsXBq,atrakcyjna,15,1.0,1.0
ariadna,R_8ikHC479ci2GYxk,atrakcyjna,15,1.0,1.0
ariadna,R_8jZslP9XDD1J3MZ,atrakcyjna,15,1.0,1.0
ariadna,R_8w1FrzycSBGRrX3,atrakcyjna,15,1.0,1.0
ariadna,R_231907Im7bSzsel,atrakcyjna,15,0.9333333333333333,0.8648648648648649
ariadna,R_2Clm8tlgNMOOI5H,atrakcyjna,15,0.9333333333333333,0.8648648648648649
ariadna,R_2CwAzchfujMnt4Z,atrakcyjna,15,0.9333333333333333,0.8648648648648649
ariadna,R_2Ib2phbVXvuD8oa,atrakcyjna,15,0.9333333333333333,0.8672566371681416
ariadna,R_2JLxtlaJlrQZMVU,atrakcyjna,15,0.9333333333333333,0.8571428571428572
ariadna,R_2L2CRjdUZpTtJpD,atrakcyjna,15,0.9333333333333333,0.8648648648648649
ariadna,R_2TBNk4xpBd8OXZU,atrakcyjna,15,0.9333333333333333,0.8648648648648649
ariadna,R_2fjCd78htTfEwhL,atrakcyjna,15,0.9333333333333333,0.8672566371681416
ariadna,R_2fpjSUJHaOEDG7L,atrakcyjna,15,0.9333333333333333,0.8648648648648649
ariadna,R_2ijX1noVpj9v9sC,atrakcyjna,15,0.9333333333333333,0.8148148148148148
ariadna,R_2mEnAH2vd7PWYoi,atrakcyjna,15,0.9333333333333333,0.8148148148148148
ariadna,R_2nq7O9yTEcmtxK3,atrakcyjna,15,0.9333333333333333,0.8648648648648649
ariadna,R_83sF7nJJz9KFo9v,atrakcyjna,15,0.9333333333333333,0.8571428571428572
ariadna,R_86gT3R31cSrufVS,atrakcyjna,15,0.9333333333333333,0.8672566371681416
ariadna,R_8Enz8e9UYRaZWNZ,atrakcyjna,15,0.9333333333333333,0.8648648648648649
ariadna,R_8FLm2MX2vXSY4Q6,atrakcyjna,15,0.9333333333333333,0.8421052631578948
ariadna,R_8MhWqPe0l7nh3vr,atrakcyjna,15,0.9333333333333333,0.8648648648648649
ariadna,R_8OZhdT9gR1AATha,atrakcyjna,15,0.9333333333333333,0.8571428571428572
ariadna,R_8PZdvwQaixVIvr0,atrakcyjna,15,0.9333333333333333,0.8648648648648649
ariadna,R_8S9g8wTY8Xu2gbT,atrakcyjna,15,0.9333333333333333,0.8672566371681416
ariadna,R_8TAHblm7aCJiKNt,atrakcyjna,15,0.9333333333333333,0.8571428571428572
ariadna,R_8VdXQ0yQ5BgYJm8,atrakcyjna,15,0.9333333333333333,0.8648648648648649
ariadna,R_8YyQpgHMP02xim1,atrakcyjna,15,0.9333333333333333,0.8571428571428572
ariadna,R_8ijJSjFOKq2cwAJ,atrakcyjna,15,0.9333333333333333,0.8571428571428572
ariadna,R_8mxQ3e67h20ncHj,atrakcyjna,15,0.9333333333333333,0.8571428571428572
ariadna,R_8pFs7VcVRRuij7g,atrakcyjna,15,0.9333333333333333,0.8648648648648649
ariadna,R_8r38t7o2xpGXkff,atrakcyjna,15,0.9333333333333333,0.8571428571428572
ariadna,R_8xA1OTHBT9zMr5v,atrakcyjna,15,0.9333333333333333,0.8421052631578948
ariadna,R_21YLZF1qqGDdgJo,atrakcyjna,15,0.8666666666666667,0.7058823529411765
ariadna,R_21upZwdFOCzQX5V,atrakcyjna,15,0.8666666666666667,0.7222222222222223
ariadna,R_25AxwwGd2m5hlaO,atrakcyjna,15,0.8666666666666667,0.7058823529411765
ariadna,R_29P7Blkn1kaIP5f,atrakcyjna,15,0.8666666666666667,0.7272727272727274
ariadna,R_2By4q6ScwtEtppD,atrakcyjna,15,0.8666666666666667,0.7272727272727274
ariadna,R_2CKp6092B4ZKBJK,atrakcyjna,15,0.8666666666666667,0.736842105263158
ariadna,R_2DOWhBdhPK2TIBh,atrakcyjna,15,0.8666666666666667,0.736842105263158
ariadna,R_2FxmpRnuFGwflho,atrakcyjna,15,0.8666666666666667,0.7272727272727274
ariadna,R_2LpXIoUWgOcR0bS,atrakcyjna,15,0.8666666666666667,0.7222222222222223
ariadna,R_2MtlqmTvJZLvUFI,atrakcyjna,15,0.8666666666666667,0.7058823529411765
ariadna,R_2NCI3NxHH0e5O1B,atrakcyjna,15,0.8666666666666667,0.7272727272727274
ariadna,R_2PbKr1p5AgkDL4F,atrakcyjna,15,0.8666666666666667,0.7321428571428572
ariadna,R_2V4QglgMTXrTKb6,atrakcyjna,15,0.8666666666666667,0.7321428571428572
ariadna,R_2VjlaZUsW6k8Ysp,atrakcyjna,15,0.8666666666666667,0.7058823529411765
ariadna,R_2jUEVsQzUmMR1hq,atrakcyjna,15,0.8666666666666667,0.7272727272727274
ariadna,R_2nI58rr8inLbpr5,atrakcyjna,15,0.8666666666666667,0.6590909090909093
ariadna,R_2rjHLQBVSPMCXFY,atrakcyjna,15,0.8666666666666667,0.736842105263158
ariadna,R_2tv9eyE5oPDjbmp,atrakcyjna,15,0.8666666666666667,0.7222222222222223
ariadna,R_87BGHnKyrw5Cwdb,atrakcyjna,15,0.8666666666666667,0.7321428571428572
